week_day,hour,rout_count,temperature,visibility,distance
4,11,12,274,10000,1251.151696
5,9,48,275,10000,710.9889988
4,14,31,286,10000,386.4131714
2,13,24,277,10000,161.1288908
3,14,12,285,10000,1209.690695
2,14,41,283,10000,6.341507359
5,17,18,284,10000,11.73517026
3,8,59,274,10000,573.751038
1,10,95,277,10000,249.0993316
2,19,11,274,10000,264.0653087
4,14,47,286,10000,265.4597873
1,13,20,281,10000,277.6892681
1,8,41,276,10000,1117.265153
5,8,47,271,10000,11.87070905
5,11,63,277,10000,142.3329308
4,13,11,276,10000,94.34419435
1,8,20,271,10000,1681.611389
4,11,47,276,10000,677.1932248
1,14,12,285,10000,591.4903954
5,16,12,285,10000,293.4604545
4,7,47,274,10000,139.690315
4,15,48,286,10000,1565.790054
5,14,12,285,10000,1269.067205
1,14,34,280,10000,35.50300911
5,9,48,278,1100,272.049168
2,16,12,273,4200,366.4924645
2,10,18,274,10000,0.805552716
4,19,28,276,10000,11.14994766
1,9,47,277,9000,1268.333391
5,11,20,274,10000,1705.894252
5,10,18,278,3200,39.12198276
5,17,95,284,10000,104.5637214
3,9,18,275,10000,242.3935577
3,13,18,284,10000,689.6122919
3,17,47,280,10000,295.2267973
5,14,41,277,10000,579.8686392
4,15,28,286,10000,13.97775178
2,10,20,274,10000,1829.048317
3,10,28,275,10000,201.5452452
4,14,128,277,10000,51.47384502
4,19,12,286,10000,273.2199611
1,8,41,277,10000,360.6900703
3,19,46,279,10000,1086.667856
4,10,11,279,10000,56.22879133
3,10,11,275,10000,416.3132342
2,11,34,278,10000,20.34984117
5,11,128,279,7000,630.7113316
1,17,95,282,10000,316.80623
3,13,48,284,10000,312.798798
1,11,59,277,10000,2239.924262
1,15,20,282,10000,824.9735596
4,18,12,286,10000,1403.045524
5,9,18,276,8000,11.1131083
5,13,48,283,10000,289.1856803
1,8,41,271,10000,768.3904795
3,19,18,279,10000,452.3364003
2,14,46,277,10000,1930.826081
1,12,22,279,10000,160.0063969
4,13,12,276,10000,11.07370503
4,14,26,286,10000,93.86912114
4,9,11,274,10000,418.2082631
3,17,48,277,10000,548.8767238
1,15,95,282,10000,218.3656728
1,7,63,271,10000,477.5842242
4,15,24,278,10000,48.16373721
4,7,41,274,10000,40.79965237
3,8,48,273,10000,80.1897619
3,8,31,271,10000,9.464054096
3,13,22,284,10000,185.2848832
1,13,28,283,10000,146.3360103
4,11,59,282,10000,339.7511359
5,17,128,288,10000,1752.750631
4,16,12,278,10000,465.0350119
1,18,18,284,10000,2.947584301
4,18,22,277,10000,80.96784399
4,18,34,277,10000,190.135352
2,9,47,274,10000,152.7190002
5,10,48,273,10000,360.4941158
4,9,47,275,10000,52.03710164
5,8,31,271,10000,9.756189766
1,16,41,280,10000,14.00931085
3,15,22,279,10000,105.8958036
2,17,12,278,10000,183.0749132
3,14,22,285,10000,139.9799319
3,17,59,280,10000,1747.74862
3,12,12,283,10000,2592.26255
4,13,63,285,10000,1676.033754
1,7,12,271,10000,268.0845738
4,14,46,278,10000,3197.999174
2,9,46,274,10000,1914.587867
3,15,47,279,10000,677.1372718
2,18,20,278,10000,1911.303505
5,10,128,279,10000,1287.880557
3,12,95,279,10000,243.9018065
